player1,player2,winner,total_moves,player1_avg_time,player2_avg_time,timestamp,game_length_category
AlphaBeta,Hybrid,player1,27,1.110615338597979,0.1065332155961256,2025-12-15T18:06:14.489685,Short
Hybrid,AlphaBeta,player2,24,0.1253519256909688,1.0563023090362549,2025-12-15T18:06:28.670560,Short
AlphaBeta,Hybrid,player1,27,1.1029924324580602,0.1116057726053091,2025-12-15T18:06:45.567643,Short
Hybrid,AlphaBeta,player2,26,0.1592038594759427,1.2879310571230376,2025-12-15T18:07:04.381971,Short
AlphaBeta,Hybrid,player1,27,1.0994162218911308,0.1102577722989595,2025-12-15T18:07:21.208181,Short
Hybrid,AlphaBeta,player2,20,0.180065369606018,1.0763664484024047,2025-12-15T18:07:33.772499,Short
AlphaBeta,Hybrid,player1,27,1.095421314239502,0.1054623310382549,2025-12-15T18:07:50.483016,Short
Hybrid,AlphaBeta,player2,24,0.1476324200630188,1.5032405257225037,2025-12-15T18:08:10.295059,Short
AlphaBeta,Hybrid,player1,27,1.096332311630249,0.1088388332953819,2025-12-15T18:08:27.059190,Short
Hybrid,AlphaBeta,player2,24,0.1389897664388021,1.5313918391863506,2025-12-15T18:08:47.104926,Short
AlphaBeta,Hybrid,player1,27,1.0867205006735663,0.1077194947462815,2025-12-15T18:09:03.720916,Short
Hybrid,AlphaBeta,player2,18,0.2923030853271484,0.747345871395535,2025-12-15T18:09:13.078297,Short
AlphaBeta,Hybrid,player1,27,1.089235816683088,0.1078372918642484,2025-12-15T18:09:29.731062,Short
Hybrid,AlphaBeta,player2,66,0.146636912316987,2.077428991144353,2025-12-15T18:10:43.128407,Medium
AlphaBeta,Hybrid,player1,27,1.0904214552470617,0.1107251644134521,2025-12-15T18:10:59.836417,Short
Hybrid,AlphaBeta,player2,44,0.1115427233956076,2.634449221871116,2025-12-15T18:12:00.249271,Short
AlphaBeta,Hybrid,player1,27,1.0823256969451904,0.1053402423858642,2025-12-15T18:12:16.771883,Short
Hybrid,AlphaBeta,player2,24,0.1405308445294698,1.136079529921214,2025-12-15T18:12:32.092764,Short
AlphaBeta,Hybrid,player1,27,1.072404912539891,0.103535377062284,2025-12-15T18:12:48.453621,Short
Hybrid,AlphaBeta,player2,26,0.162724678332989,1.2661681175231934,2025-12-15T18:13:07.030808,Short
DQN,MCTS-500,player1,71,0.0017633570565117,0.6616682597569057,2025-12-15T18:13:30.255313,Medium
MCTS-500,DQN,player1,115,0.5271810416517586,0.0017540120241934,2025-12-15T18:14:00.937611,Long
DQN,MCTS-500,player1,81,0.001631341329435,0.5835500597953797,2025-12-15T18:14:24.351822,Medium
MCTS-500,DQN,player1,133,0.3743596717492858,0.0016777623783458,2025-12-15T18:14:49.547419,Long
DQN,MCTS-500,player1,13,0.0016468933650425,0.9860626061757406,2025-12-15T18:14:55.475322,Short
MCTS-500,DQN,player1,73,0.5602912580644762,0.0017391575707329,2025-12-15T18:15:16.271250,Medium
DQN,MCTS-500,player1,13,0.0016273089817592,1.06584894657135,2025-12-15T18:15:22.679322,Short
MCTS-500,DQN,player1,115,0.4918318246972972,0.0018245169990941,2025-12-15T18:15:51.312765,Long
DQN,MCTS-500,player1,61,0.0017674815270208,0.7050487836201985,2025-12-15T18:16:12.522762,Medium
MCTS-500,DQN,player1,109,0.561737637086348,0.0017078938307585,2025-12-15T18:16:43.520803,Long
DQN,MCTS-500,player1,17,0.0016574594709608,1.371548742055893,2025-12-15T18:16:54.511211,Short
MCTS-500,DQN,player1,97,0.7298567830299845,0.0017986496289571,2025-12-15T18:17:30.365396,Medium
DQN,MCTS-500,player1,17,0.0018292003207736,1.46124467253685,2025-12-15T18:17:42.074392,Short
MCTS-500,DQN,player2,104,0.53221117074673,0.0016683752720172,2025-12-15T18:18:09.844074,Long
DQN,MCTS-500,player1,15,0.0013796687126159,0.8733861446380615,2025-12-15T18:18:15.970372,Short
MCTS-500,DQN,player2,60,0.665814208984375,0.0016753355662027,2025-12-15T18:18:35.997706,Medium
DQN,MCTS-500,player1,17,0.0016923745473225,0.8722085058689117,2025-12-15T18:18:42.991161,Short
MCTS-500,DQN,player1,101,0.4980233884325214,0.0015883827209472,2025-12-15T18:19:08.476623,Long
DQN,MCTS-500,player2,154,0.0016190819926076,0.4019907821308482,2025-12-15T18:19:39.566909,Long
MCTS-500,DQN,player1,75,0.5717875957489014,0.0017522541252342,2025-12-15T18:20:01.369213,Medium
DQN,MCTS-500,player1,15,0.0016340315341949,0.9804129941122872,2025-12-15T18:20:08.247169,Short
MCTS-500,DQN,player2,86,0.5562015522358029,0.0016505829123563,2025-12-15T18:20:32.241595,Medium
DQN,MCTS-500,player2,114,0.0017347628610175,0.4640012456659685,2025-12-15T18:20:58.792294,Long
